ID,title,DOI,author,year,journal,abstract
Grant 2021,Identifying subtypes of trichotillomania (hair pulling disorder) and excoriation (skin picking) disorder using mixture modeling in a multicenter sample.,http://doi.org/10.1016/j.jpsychires.2020.11.001,Grant JE and Peris TS and Ricketts EJ and Lochner C and Stein DJ and Stochl J and Chamberlain SR and Scharf JM and Dougherty DD and Woods DW and Piacentini J and Keuthen NJ,2021,Journal of psychiatric research,"Body-focused repetitive behavior disorders (BFRBs) include Trichotillomania (TTM; Hair pulling disorder) and Excoriation (Skin Picking) Disorder (SPD). These conditions are prevalent, highly heterogeneous, under-researched, and under-treated. In order for progress to be made in optimally classifying and treating these conditions, it is necessary to identify meaningful subtypes. 279 adults (100 with TTM, 81 with SPD, 40 with both TTM and SPD, and 58 controls) were recruited for an international, multi-center between-group comparison using mixture modeling, with stringent correction for multiple comparisons. The main outcome measure was to examine distinct subtypes (aka latent classes) across all study participants using item-level data from gold-standard instruments assessing detailed clinical measures. Mixture models identified 3 subtypes of TTM (entropy 0.98) and 2 subtypes of SPD (entropy 0.99) independent of the control group. Significant differences between these classes were identified on measures of disability, automatic and focused symptoms, perfectionism, trait impulsiveness, and inattention and hyperactivity. These data indicate the existence of three separate subtypes of TTM, and two separate subtypes of SPD, which are distinct from controls. The identified clinical differences between these latent classes may be useful to tailor future treatments by focusing on particular traits. Future work should examine whether these latent subtypes relate to treatment outcomes, or particular psychobiological findings using neuroimaging techniques."
Booij 2021,Dynamic time warp analysis of individual symptom trajectories in depressed patients treated with electroconvulsive therapy.,http://doi.org/10.1016/j.jad.2021.06.068,Booij MM and van Noorden MS and van Vliet IM and Ottenheim NR and van der Wee NJA and Van Hemert AM and Giltay EJ,2021,Journal of affective disorders,"BACKGROUND: Although electroconvulsive therapy (ECT) effectively improves severity scores of depression, its effects on its individual symptoms has scarcely been studied. We aimed to study which depressive symptom trajectories dynamically cluster together in individuals as well as groups of patients during ECT using Dynamic Time Warp (DTW) analysis. METHODS: We analysed the standardized weekly scores on the 25-item abbreviated version of the Comprehensive Psychopathological Rating Scale (CPRS) in depressed patients before and during their first six weeks of ECT treatment. DTW analysis was used to analyse the (dis)similarity of time series of items scores at the patient level (300 'DTW distances' per patient) as well as on the group level. Hierarchical cluster, network, and Distatis analyses yielded symptom dimensions. RESULTS: We included 133 patients, 64.7% female, with an average age of 60.4 years (SD 15.1). Individual DTW distance matrices and networks revealed marked differences in hierarchical and network clusters among patients. Based on cluster analyses of the aggregated matrices, four symptom clusters emerged. In patients who reached remission, the average DTW distance between their symptoms was significantly smaller than non-remitters, reflecting denser symptom networks in remitters than non-remitters (p=0.04). LIMITATIONS: The assessments were done only weekly during the first six weeks of ECT treatment. The use of individual items of the abbreviated CPRS may have led to measurement error as well as floor and ceiling effects. CONCLUSION: DTW offers an efficient new approach to analyse symptom trajectories within individuals as well as groups of patients, aiding personalized medicine of psychopathology."
Oomen 2021,Longitudinal clinical and functional outcome in distinct cognitive subgroups of first-episode psychosis: a cluster analysis.,http://doi.org/10.1017/S0033291721004153,Oomen PP and Begemann MJH and Brand BA and de Haan L and Veling W and Koops S and van Os J and Smit F and Bakker PR and van Beveren N and Boonstra N and Gülöksüz S and Kikkert M and Lokkerbol J and Marcelis M and Rosema BS and de Beer F and Gangadin SS and Geraets CNW and van 't Hag E and Haveman Y and van der Heijden I and Voppel AE and Willemse E and van Amelsvoort T and Bak M and Batalla A and Been A and van den Bosch M and van den Brink T and Faber G and Grootens KP and de Jonge M and Knegtering R and Kurkamp J and Mahabir A and Pijnenborg GHM and Staring T and Veen N and Veerman S and Wiersma S and Graveland E and Hoornaar J and Sommer IEC,2021,Psychological medicine,"BACKGROUND: Cognitive deficits may be characteristic for only a subgroup of first-episode psychosis (FEP) and the link with clinical and functional outcomes is less profound than previously thought. This study aimed to identify cognitive subgroups in a large sample of FEP using a clustering approach with healthy controls as a reference group, subsequently linking cognitive subgroups to clinical and functional outcomes. METHODS: 204 FEP patients were included. Hierarchical cluster analysis was performed using baseline brief assessment of cognition in schizophrenia (BACS). Cognitive subgroups were compared to 40 controls and linked to longitudinal clinical and functional outcomes (PANSS, GAF, self-reported WHODAS 2.0) up to 12-month follow-up. RESULTS: Three distinct cognitive clusters emerged: relative to controls, we found one cluster with preserved cognition (n = 76), one moderately impaired cluster (n = 74) and one severely impaired cluster (n = 54). Patients with severely impaired cognition had more severe clinical symptoms at baseline, 6- and 12-month follow-up as compared to patients with preserved cognition. General functioning (GAF) in the severely impaired cluster was significantly lower than in those with preserved cognition at baseline and showed trend-level effects at 6- and 12-month follow-up. No significant differences in self-reported functional outcome (WHODAS 2.0) were present. CONCLUSIONS: Current results demonstrate the existence of three distinct cognitive subgroups, corresponding with clinical outcome at baseline, 6- and 12-month follow-up. Importantly, the cognitively preserved subgroup was larger than the severely impaired group. Early identification of discrete cognitive profiles can offer valuable information about the clinical outcome but may not be relevant in predicting self-reported functional outcomes."
Tan 2021,Cognitive heterogeneity in first-episode psychosis and its relationship with premorbid developmental adjustment.,http://doi.org/10.1017/S0033291721000738,Tan EJ and Rossell SL and Subotnik KL and Ventura J and Nuechterlein KH,2021,Psychological medicine,"BACKGROUND: Patients with schizophrenia spectrum disorders have been increasingly recognised to form cognitive subgroups with differential levels of impairment. Using cluster analytical techniques, this study sought to identify cognitive clusters in a sample of first-episode psychosis (FEP) patients and examine clinical and developmental differences across the resultant groups. METHODS: In total, 105 FEP patients in the University of California Los Angeles Aftercare Research Program were assessed for cognition, symptoms and premorbid developmental adjustment. Hierarchical cluster analysis with Ward's method and squared Euclidean distance was conducted, confirmed by discriminant function analysis and optimised with k-means clustering. The stability of the solution was evaluated through split-sample (random, 80 and 70% samples) and alternate method (average linkage method) replication via Cohen's κ analysis. Controlling for multiple comparisons, one-way analysis of variances examined group differences in symptom severity and premorbid adjustment. RESULTS: Three groups were identified: severely impaired (n = 27), moderately impaired (n = 41) and relatively intact (n = 37). There were no significant differences in symptom severity across the groups. Significant differences were observed for scholastic performance at three different developmental stages: childhood, early adolescence and late adolescence, with the relatively intact group demonstrating significantly better scholastic performance at all three stages than both the moderately impaired and severely impaired groups (who did not significantly differ from each other). CONCLUSIONS: The findings add to growing evidence that cognitive clusters in FEP mirror that of later-stage schizophrenia. They also suggest that premorbid scholastic performance may not just be a risk factor for developing schizophrenia, but is also related to cognitive impairment severity and potentially to prognosis."
Pons 2020,Where Did All the Sport Go? Negative Impact of COVID-19 Lockdown on Life-Spheres and Mental Health of Spanish Young Athletes.,http://doi.org/10.3389/fpsyg.2020.611872,Pons J and Ramis Y and Alcaraz S and Jordana A and Borrueco M and Torregrossa M,2020,Frontiers in psychology,"During the 2020, the pandemic caused by the massive spread of the SARS-CoV-2 coronavirus (COVID-19) resulted in a global crisis. In Spain, the COVID-19 pandemic caused a lockdown for almost 100 days and forced the sudden stop of sport practices and competitions. This interruption had a negative impact on high-level athletes' mental health. However, its impact on young athletes, who are intrinsically developing a high-demanding dual career, remains unclear. Therefore, this study aimed at (1) describing and characterizing the general impact that COVID-19 lockdown had on Spanish young athletes' life-spheres and mental health, and (2) identifying different profiles of athletes regarding life-conditions and sport-related variables. A sample of 544 young athletes (M = 15.9; SD = 1.51) participated in this study. Measures included life-conditions and sport-related information along with the Holistic Monitoring Questionnaire (HMQ) and the General Health Questionnaire (GHQ-12). After the screening and description of the data, profiles were defined using a two-level cluster analysis using HMQ and GHQ-12 subscales. We explored differences in demographic and sports information between profiles using MANOVA and subsequent ANOVA. Results suggest a general negative impact of COVID-19 on young athletes' life-spheres and mental health, but with three different clusters regarding the degree of such impact. Cluster 1 grouped the 54.78% of the sample and exhibited a low negative impact of COVID-19 lockdown on life-spheres and few mental health issues. Cluster 2 grouped a 29.96% of the participants who reported a medium negative impact on life-spheres and moderate mental health issues. Cluster 3 represented 15.26% of the sample including participants who showed a high negative impact of the COVID-19 lockdown with high mental health issues. The paradigmatic participant in this third group would be a female student-athlete from a medium or low socioeconomic status with high academic demands and poor or inexistent training conditions during lockdown. Current findings emphasize the need to pay attention to young athletes' mental health and suggest possible influencing contextual variables. We suggest some applied recommendations aimed at helping clubs and sports institutions to mitigate the negative effects of such difficult circumstances on athletes' mental health."
Curran 2021,"Complex childhood trauma, gender and depression: Patterns and correlates of help-seeking and maladaptive coping.",http://doi.org/10.1016/j.jad.2021.06.011,Curran E and Perra O and Rosato M and Ferry F and Leavey G,2021,Journal of affective disorders,"BACKGROUND: Little is known about access to treatment or maladaptive coping amongst those with a history of childhood trauma and subsequent depressive disorder, which is often complicated by post traumatic stress disorder (PTSD). AIMS: To (1) identify profiles of complex childhood trauma amongst men and women with major depression, (2) examine patterns of service access and treatment or maladaptive coping (drug misuse, alcohol abuse or suicidality), and (3) associations with socio-economic/demographic characteristics, comorbid PTSD, anxiety/mood disorders and perceived social support. METHOD: Analysis of Wave 3 of the national epidemiologic survey on alcohol and related conditions (NESARC) (2012-2013). We use the Latent Class Analysis 3-step approach in Mplus to examine individual differences in childhood experiences and coping behaviour. We examined both (a) the inter-relationship of this patterning, and (b) the extent to which proactive and maladaptive coping are associated with socio-economic/demographic characteristics, comorbid PTSD, anxiety disorders and perceived social support. RESULTS: a diagnosis of Major Depression was recorded for 7432 people, two thirds of whom reported a history of complex childhood trauma. Maladaptive coping is associated with the most severe trauma groups, comorbid PTSD, dysthymia, and anxiety disorders. CONCLUSION: Given the evidence of the current study, suggesting a poorer treatment course for depression in adults with complex childhood trauma, early screening for a trauma history will facilitate preventive efforts before onset of depression, possibly mitigating a poorer treatment course."
Hellström 2021,Trajectories of symptoms of anxiety and depression among people on sick leave with mood or anxiety disorders: Secondary analysis from a randomized controlled trial.,http://doi.org/10.1016/j.jpsychires.2021.02.040,Hellström L and Madsen T and Nordentoft M and Eplov LF,2021,Journal of psychiatric research,"BACKGROUND: Depression and anxiety are heterogenous disorders often combined into one entity in studies. Few studies have compared trajectories of depression and anxiety among clinically ill. We aimed to identify specific trajectories of depression, and anxiety and predictors of trajectory membership. METHODS: Latent growth mixture modelling was carried out on data from the IPS-MA trial (n = 261), a supported employment intervention for people with mood or anxiety, to identify trajectories of depression and anxiety. Logistic regression was used to estimate predictors for trajectory membership. Associations between trajectory class and remission of comorbid depression or anxiety and return to work were also tested. RESULTS: We identified three trajectories of depression and anxiety symptoms respectively; moderate-decreasing (60%), moderate-stable (26%), and low-stable (14%) depression and mild-decreasing (59%), moderate-decreasing (33%), and moderate-stable (8%) anxiety. The depression model showed low precision in class separation (entropy 0.66), hence, predictors of class membership were not estimated. For anxiety, lower age and higher levels of depressive symptoms were associated with a less desirable trajectory. Remission of comorbid depressive symptoms after two years differed significantly between classes (p < 0.000). Fewer had returned to work in the two moderate classes compared to the mild-decreasing anxiety class. LIMITATIONS: Depression model not reliable. Only 80% of participants from original study included. Not able to distinguish between anxiety disorders. CONCLUSION: Trajectories of anxiety confirm that, even after two years, a rather large proportion in the moderate-stable class had symptoms of moderate anxiety, moderate comorbid depressive symptoms, and less probability of having returned to work. TRIAL REGISTRATION: ClinicalTrials.govNCT01721824."
Campbell-Sills 2021,"Dissecting the heterogeneity of posttraumatic stress disorder: differences in polygenic risk, stress exposures, and course of PTSD subtypes.",http://doi.org/10.1017/S0033291721000428,Campbell-Sills L and Sun X and Choi KW and He F and Ursano RJ and Kessler RC and Levey DF and Smoller JW and Gelernter J and Jain S and Stein MB,2021,Psychological medicine,"BACKGROUND: Definition of disorder subtypes may facilitate precision treatment for posttraumatic stress disorder (PTSD). We aimed to identify PTSD subtypes and evaluate their associations with genetic risk factors, types of stress exposures, comorbidity, and course of PTSD. METHODS: Data came from a prospective study of three U.S. Army Brigade Combat Teams that deployed to Afghanistan in 2012. Soldiers with probable PTSD (PTSD Checklist for Diagnostic and Statistical Manual of Mental Disorders-Fifth Edition ≥31) at three months postdeployment comprised the sample (N = 423) for latent profile analysis using Gaussian mixture modeling and PTSD symptom ratings as indicators. PTSD profiles were compared on polygenic risk scores (derived from external genomewide association study summary statistics), experiences during deployment, comorbidity at three months postdeployment, and persistence of PTSD at nine months postdeployment. RESULTS: Latent profile analysis revealed profiles characterized by prominent intrusions, avoidance, and hyperarousal (threat-reactivity profile; n = 129), anhedonia and negative affect (dysphoric profile; n = 195), and high levels of all PTSD symptoms (high-symptom profile; n = 99). The threat-reactivity profile had the most combat exposure and the least comorbidity. The dysphoric profile had the highest polygenic risk for major depression, and more personal life stress and co-occurring major depression than the threat-reactivity profile. The high-symptom profile had the highest rates of concurrent mental disorders and persistence of PTSD. CONCLUSIONS: Genetic and trauma-related factors likely contribute to PTSD heterogeneity, which can be parsed into subtypes that differ in symptom expression, comorbidity, and course. Future studies should evaluate whether PTSD typology modifies treatment response and should clarify distinctions between the dysphoric profile and depressive disorders."
Ishimaru 2021,Characteristics of Adaptation in Undergraduate University Students Suddenly Exposed to Fully Online Education During the COVID-19 Pandemic.,http://doi.org/10.3389/fpsyt.2021.731137,Ishimaru D and Adachi H and Nagahara H and Shirai S and Takemura H and Takemura N and Mehrasa A and Higashino T and Yagi Y and Ikeda M,2021,Frontiers in psychiatry,"This study aimed to clarify the adaptation features of University students exposed to fully online education during the novel coronavirus disease 2019 (COVID-19) pandemic and to identify accompanying mental health problems and predictors of school adaptation. The pandemic has forced many universities to transition rapidly to delivering online education. However, little is known about the impact of this drastic change on students' school adaptation. This cross-sectional study used an online questionnaire, including assessments of impressions of online education, study engagement, mental health, and lifestyle habits. In total, 1,259 students were assessed. The characteristics of school adaptation were analyzed by a two-step cluster analysis. The proportion of mental health problems was compared among different groups based on a cluster analysis. A logistic regression analysis was used to identify predictors of cluster membership. P-values < 0.05 were considered statistically significant. The two-step cluster analysis determined three clusters: school adaptation group, school maladaptation group, and school over-adaptation group. The last group significantly exhibited the most mental health problems. Membership of this group was significantly associated with being female (OR = 1.42; 95% CI 1.06-1.91), being older (OR = 1.21; 95% CI 1.01-1.44), those who considered online education to be less beneficial (OR = 2.17; 95% CI 1.64-2.88), shorter sleep time on weekdays (OR = 0.826; 95% CI 0.683-.998), longer sleep time on holidays (OR = 1.21; 95% CI 1.03-1.43), and worse restorative sleep (OR = 2.27; 95% CI 1.81-2.86). The results suggest that academic staff should understand distinctive features of school adaptation owing to the rapid transition of the educational system and should develop support systems to improve students' mental health. They should consider ways to incorporate online classes with their lectures to improve students' perceived benefits of online education. Additionally, educational guidance on lifestyle, such as sleep hygiene, may be necessary."
Solis 2021,The 9-year clinical course of depressive and anxiety disorders: New NESDA findings.,http://doi.org/10.1016/j.jad.2021.08.108,Solis EC and van Hemert AM and Carlier IVE and Wardenaar KJ and Schoevers RA and Beekman ATF and Penninx BWJH and Giltay EJ,2021,Journal of affective disorders,"BACKGROUND: In longitudinal research, switching between diagnoses should be considered when examining patients with depression and anxiety. We investigated course trajectories of affective disorders over a nine-year period, comparing a categorical approach using diagnoses to a dimensional approach using symptom severity. METHOD: Patients with a current depressive and/or anxiety disorder at baseline (N = 1701) were selected from the Netherlands Study of Depression and Anxiety (NESDA). Using psychiatric diagnoses, we described 'consistently recovered,' 'intermittently recovered,' 'intermittently recurrent', and 'consistently chronic' at two-, four-, six-, and nine-year follow-up. Additionally, latent class growth analysis (LCGA) using depressive, anxiety, fear, and worry symptom severity scores was used to identify distinct classes. RESULTS: Considering the categorical approach, 8.5% were chronic, 32.9% were intermittently recurrent, 37.6% were intermittently recovered, and 21.0% remained consistently recovered from any affective disorder at nine-year follow-up. In the dimensional approach, 66.6% were chronic, 25.9% showed partial recovery, and 7.6% had recovered. LIMITATIONS: 30.6% of patients were lost to follow-up. Diagnoses were rated by the interviewer and questionnaires were completed by the participant. CONCLUSIONS: Using diagnoses alone as discrete categories to describe clinical course fails to fully capture the persistence of affective symptoms that were observed when using a dimensional approach. The enduring, fluctuating presence of subthreshold affective symptoms likely predisposes patients to frequent relapse. The commonness of subthreshold symptoms and their adverse impact on long-term prognoses deserve continuous clinical attention in mental health care as well further research."
Stapp 2021,Mood and anxiety profiles differentially associate with physical conditions in US adolescents.,http://doi.org/10.1016/j.jad.2021.11.056,Stapp EK and Paksarian D and He JP and Glaus J and Conway KP and Merikangas KR,2021,Journal of affective disorders,"BACKGROUND: Mood and anxiety are widely associated with physical conditions, but research and treatment are complicated by their overlap, clinical heterogeneity, and manifestation on a spectrum rather than as discrete disorders. In contrast to previous work relying on threshold-level disorders, we examined the association between empirically-derived profiles of mood and anxiety syndromes with physical conditions in a nationally-representative sample of US adolescents. METHODS: Participants were 2,911 adolescents (aged 13-18) from the National Comorbidity Survey-Adolescent Supplement who provided information on physical conditions and reported at least one lifetime mood-anxiety 'syndrome' based on direct interviews with the Composite International Diagnostic Interview Version 3.0. Mood-anxiety syndromes reflected 3-level ratings from subthreshold to severe distress/impairment, and subtyped mood episodes. Stepwise latent profile analysis identified mood-anxiety profiles and tested associations with physical conditions. RESULTS: Three mood-anxiety profiles were identified: ""Mood-GAD"" (25.6%)-non-atypical depression, mania, generalized anxiety; ""Atypical-Panic"" (11.3%)-atypical depression, panic; and ""Reference"" (63.1%)-lower mood and anxiety except specific phobia. Headaches were more prevalent in Mood-GAD and Atypical-Panic than Reference (47.9%, 50.1%, and 37.7%, respectively; p=0.011). Heart problems were more common in Mood-GAD than Atypical-Panic (7.4% v 2.2%, p=0.004) and Reference, with back/neck pain more prevalent in Mood-GAD than Reference (22.5% v 15.3%, p=0.016). LIMITATIONS: Broad categories of physical conditions without information on specific diagnoses; replication regarding specificity is recommended. CONCLUSIONS: Heart problems and pain-related conditions were differentially associated with specific mood-anxiety profiles. Subtyping depression and anxiety-inclusive of subthreshold syndromes-and their patterns of clustering may facilitate etiologic and intervention work in multimorbidity."
Djelantik 2021,"Prolonged grief disorder, posttraumatic stress disorder, and depression following traffic accidents among bereaved Balinese family members: Prevalence, latent classes and cultural correlates.",http://doi.org/10.1016/j.jad.2021.05.085,Djelantik AAAMJ and Aryani P and Boelen PA and Lesmana CBJ and Kleber RJ,2021,Journal of affective disorders,"INTRODUCTION: Qualitative studies have described the rather unique styles of Balinese people to adjust to adversity. No quantitative research assessing psychopathology among bereaved individuals has been performed yet. This study estimated the prevalence of prolonged grief disorder (PGD), posttraumatic stress disorder (PTSD) and depression among bereaved individuals after traffic deaths in Bali and the relations between subgroups sharing the same symptoms and cultural, socio-demographic characteristics and posttraumatic growth (PTG). METHODS: In this cross-sectional study, 301 participants participated in questionnaire-interviews assessing PGD, PTSD, depression, PTG and cultural and socio-demographic characteristics. On average, the time since loss was 16 months. The purpose of the rituals was examined by a thematic qualitative analysis. We performed latent class analyses and subsequently calculated the odds ratios between membership of classes and characteristics with a multivariate 3step analysis. RESULTS: Prevalence rates of PGD (0%), PTSD (1%) and moderate depression (2%) were low. Most participants followed the bereavement rituals characteristic for Balinese culture. The purpose of these rituals was mainly the expression of caring for the deceased. We found a large resilient class (76%) and two smaller classes, one characterized by elevated PGD symptoms (11%) and one by elevated PTSD symptoms (13%). Loss of close kin was associated with membership of the PTSD class. CONCLUSIONS: Prevalence rates of PGD, PTSD and depression in the Balinese community were remarkably low. Participants appeared to be quite homogeneous in following religious and cultural habits. Aspects of the Balinese culture might protect bereaved individuals for developing mental health issues and could be used for an informed refinement of bereavement rituals in other cultures."
Jakobson 2021,Alexithymia and Sensory Processing Sensitivity: Areas of Overlap and Links to Sensory Processing Styles.,http://doi.org/10.3389/fpsyg.2021.583786,Jakobson LS and Rigby SN,2021,Frontiers in psychology,"Alexithymia is a dimensional trait characterized by difficulties identifying and describing feelings and an externally oriented thinking (EOT) style. Here, we explored interrelationships between alexithymia and measures assessing how individuals process and regulate their responses to environmental and body-based cues. Young adults (N = 201) completed self-report questionnaires assessing alexithymia, sensory processing sensitivity (SPS), interoceptive accuracy (IA), sensory processing styles, and current levels of depression, anxiety, and stress. Whereas EOT was related to low orienting sensitivity, problems with emotional appraisal (difficulties identifying feelings/difficulties describing feelings) were related to heightened sensory sensitivity. In addition, features of SPS improved the prediction of alexithymia above and beyond that accounted for by IA. We suggest that EOT is linked to problems maintaining a representation of one's emotions in working memory and that low IA and problems with emotional appraisal are linked to atypicalities in sensory processing that may impact embodiment. A latent profile analysis revealed five classes of individuals distinguished by the relative strength of different alexithymic traits and by differences in IA and sensory processing styles. The classes identified included two lexithymic, one modal, and two alexithymic groups, showing different susceptibilities to SPS. Overall, our findings lend support to the view that alexithymia is associated with atypicalities in both bottom-up and top-down processes that impact emotion processing and regulation. They also raise the possibility that individuals with different alexithymia subtypes may differ with regard to a range of factors, including not only SPS but also early life experiences, mental health outcomes, and susceptibility to various personality disorders."
Wang 2021,The association of different parenting styles among depressed parents and their offspring's depression and anxiety: a cross-sectional study.,http://doi.org/10.1186/s12888-021-03512-8,Wang Y and Shi H and Wang Y and Zhang X and Wang J and Sun Y and Wang J and Sun J and Cao F,2021,BMC psychiatry,"BACKGROUND: Parenting styles play a critical role in children's development, especially for those in families with a depressed parent. To date, no study has explored whether youth perceptions of parenting style are heterogeneous in families with a depressed parent or whether heterogeneous parenting styles are associated with children's internalizing symptoms. METHODS: Participants were children aged 8-16 years who had a parent with major depressive disorder; they were enrolled through their parents, who were outpatients at two hospitals in Ningxia. Parenting styles were measured using the Parental Bonding Instrument. Youth depression and anxiety were measured using the Depression Self-Rating Scale for Children and the Screen for Child Anxiety-Related Emotional Disorders, respectively. We applied latent profile analysis to identify the subtypes of parenting styles with similar patterns. Differences between subtypes in relation to demographic variables and parenting style scores were calculated using one-way ANOVAs, Wilcoxon rank sum tests, and chi-squared tests. Bivariate logistic analyses were conducted to examine the associations between parental bonding subtypes and children's depression and anxiety. RESULTS: Four parenting styles were identified through latent profile analysis: care-autonomy, overprotection-indifference, indifference, and undifferentiated parenting. Youth with care-autonomy parents had a lower risk of depression (OR: 0.16; 95% CI: 0.06-0.41) and anxiety (OR: 0.22; 95% CI: 0.10-0.48), while indifference parenting increased children's risk of depression (OR: 5.29; 95% CI: 1.30-21.54) more than undifferentiated parenting. CONCLUSIONS: Children with a depressed parent had heterogeneous perceptions of parenting styles. Mothers' and fathers' parenting styles were largely congruent. Care-autonomy parenting (high care and high autonomy) may decrease children's risk of depression, whereas indifference parenting (low care and autonomy) may increase their risk of depression."
Kjærstad 2021,Neurocognitive heterogeneity in patients with bipolar disorder and their unaffected relatives: associations with emotional cognition.,http://doi.org/10.1017/S0033291719003738,Kjærstad HL and Eikeseth FF and Vinberg M and Kessing LV and Miskowiak K,2021,Psychological medicine,"BACKGROUND: Recent evidence suggests that neurocognitive impairments in remitted patients with bipolar disorder (BD) are heterogeneous. Our study aims to replicate recent findings of neurocognitive subgroups, and further explore whether these are related to impairments in affective cognition, in a large sample of remitted patients recently diagnosed with BD and their unaffected relatives compared to healthy controls (HCs). METHODS: Hierarchal cluster analysis was conducted using neurocognitive data from remitted patients with BD (n = 158). Relatives of patients with BD (n = 52) were categorised into groups consistent with their affected relative's cluster assignment. The neurocognitive clusters of patients with BD and relatives, respectively, were compared with HCs (n = 110) in neurocognition and affective cognition (i.e. emotion processing and regulation). RESULTS: Three discrete neurocognitive clusters were identified in patients with BD: a globally impaired (23.4%), a selectively impaired (31.0%) and a cognitively intact cluster (45.6%). The neurocognitive subgroups differed in affective cognition, with patients categorised as globally impaired exhibited most impairments in facial expression recognition and emotion regulation in social scenarios. First-degree relatives of cognitively impaired patients displayed impaired facial expression recognition but no impairments in non-emotional cognition. CONCLUSIONS: In a clinical sample of remitted patients recently diagnosed with BD 54.4% had either global or selective cognitive impairment, replicating results of previous studies in patients with longer illness duration. The results suggest that patterns of neurocognition are associated with differential impairments in affective cognition. Aberrant affective cognition in relatives of patients categorised as neurocognitively impaired indicates an inherited risk for BD."
Moussavi 2021,Internalizing Symptom Profiles Among Youth in Foster Care: A Comparison Study.,http://doi.org/10.3389/fpsyt.2021.711626,Moussavi Y and Breivik K and Wergeland GJ and Haugland BSM and Larsen M and Lehmann S,2021,Frontiers in psychiatry,"Background: A high prevalence of anxiety and depression is found among youth in foster care. There is limited knowledge on the anxiety and depression symptom profiles of youth in foster care. We examined latent profiles of anxiety and depression symptoms across three unique youth samples and whether youth in foster care were more or less likely to belong to specific symptom profiles than their peers recruited from clinical or general youth populations. We also investigated if these profiles were predicted by sex and age. Methods: Self-reported anxiety and depression symptoms were assessed by Spence Children's Anxiety Scale and Short Mood and Feelings Questionnaire. Data were pooled from three youth samples (N = 2,005; mean age = 13.9 years, range = 11-18 years) comprising youth in foster care (n = 245), a clinical youth sample (n = 107), and a general population youth sample (n = 1,653). Symptom profiles were identified using latent profile analyses. Multinominal logistic regression was used to predict the latent profile membership. Results: Three profiles that differed both in symptom level and shape were identified and labeled as low, medium, and high symptom profile. Compared to the general population youth sample, youth in foster care had a higher likelihood of belonging to the high symptom profile, but not the medium symptom profile. Youth from the clinical sample had an increased risk of belonging to the medium and high symptom profiles compared to the youth in foster care and general population youth samples. Across samples, girls yielded a higher likelihood of having a medium or high symptom profile. Increasing age was associated with a higher likelihood of being in the high symptom profile. Conclusion: Compared to their counterparts in the general population, youth in foster care are at risk of belonging to a class of youth with high symptom levels across subtypes of internalizing symptoms, indicating the importance of systematic and broad assessment of internalizing symptoms among these youth. Knowledge on the symptom profiles of anxiety subtypes and depression increases our understanding of the treatment needs of youth in foster care."
Shevlin 2021,"Refuting the myth of a 'tsunami' of mental ill-health in populations affected by COVID-19: evidence that response to the pandemic is heterogeneous, not homogeneous.",http://doi.org/10.1017/S0033291721001665,Shevlin M and Butter S and McBride O and Murphy J and Gibson-Miller J and Hartman TK and Levita L and Mason L and Martinez AP and McKay R and Stocks TVA and Bennett K and Hyland P and Bentall RP,2021,Psychological medicine,"BACKGROUND: The current study argues that population prevalence estimates for mental health disorders, or changes in mean scores over time, may not adequately reflect the heterogeneity in mental health response to the COVID-19 pandemic within the population. METHODS: The COVID-19 Psychological Research Consortium (C19PRC) Study is a longitudinal, nationally representative, online survey of UK adults. The current study analysed data from its first three waves of data collection: Wave 1 (March 2020, N = 2025), Wave 2 (April 2020, N = 1406) and Wave 3 (July 2020, N = 1166). Anxiety-depression was measured using the Patient Health Questionnaire Anxiety and Depression Scale (a composite measure of the PHQ-9 and GAD-7) and COVID-19-related posttraumatic stress disorder (PTSD) with the International Trauma Questionnaire. Changes in mental health outcomes were modelled across the three waves. Latent class growth analysis was used to identify subgroups of individuals with different trajectories of change in anxiety-depression and COVID-19 PTSD. Latent class membership was regressed on baseline characteristics. RESULTS: Overall prevalence of anxiety-depression remained stable, while COVID-19 PTSD reduced between Waves 2 and 3. Heterogeneity in mental health response was found, and hypothesised classes reflecting (i) stability, (ii) improvement and (iii) deterioration in mental health were identified. Psychological factors were most likely to differentiate the improving, deteriorating and high-stable classes from the low-stable mental health trajectories. CONCLUSIONS: A low-stable profile characterised by little-to-no psychological distress ('resilient' class) was the most common trajectory for both anxiety-depression and COVID-19 PTSD. Monitoring these trajectories is necessary moving forward, in particular for the ~30% of individuals with increasing anxiety-depression levels."
